H,連系線確保量,対象年月,ブロック数,取引期間,,
20250306B07,中国,四国,560,888,0,0
20250306B07,中国,九州,429,0,275,0
20250306B08,北海道,東北,0,0,0,0
20250306B08,東北,東京,0,2124,0,0
20250306B08,東京,中部,0,0,0,0
20250306B08,中部,関西,954,0,0,0
20250306B08,中部,北陸,270,0,0,0
20250306B08,北陸,関西,1052,750,16,0
20250306B08,関西,中国,2982,2239,212.824,0
20250306B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,212.824,0
20250306B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,212.824,0
20250306B08,関西,四国,0,0,0,0
20250306B08,中国,四国,332,924,0,0
20250306B08,中国,九州,379,0,248,0
20250307B01,北海道,東北,0,0,0,0
20250307B01,東北,東京,0,2124,0,0
20250307B01,東京,中部,0,0,0,0
20250307B01,中部,関西,924,0,0,0
20250307B01,中部,北陸,270,0,0,0
20250307B01,北陸,関西,1349,750,10,0
20250307B01,関西,中国,2982,2053,95.472,0
20250307B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,95.472,0
20250307B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,95.472,0
20250307B01,関西,四国,0,0,0,0
20250307B01,中国,四国,0,1008,0,0
20250307B01,中国,九州,369,0,200,0
20250307B02,北海道,東北,0,0,0,0
20250307B02,東北,東京,0,2124,0,0
20250307B02,東京,中部,0,267,0,0
20250307B02,中部,関西,1034,0,0,0
20250307B02,中部,北陸,270,0,0,0
20250307B02,北陸,関西,1330,750,0,0
20250307B02,関西,中国,2982,2332,162.195,0
20250307B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,162.195,0
20250307B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,162.195,0
20250307B02,関西,四国,0,0,0,0
20250307B02,中国,四国,0,1080,0,0
20250307B02,中国,九州,409,0,217,0
20250307B03,北海道,東北,0,0,0,0
20250307B03,東北,東京,0,2124,0,0
20250307B03,東京,中部,0,0,0,0
20250307B03,中部,関西,794,0,0,0
20250307B03,中部,北陸,270,0,0,0
20250307B03,北陸,関西,1147,750,23,0
20250307B03,関西,中国,2982,1355.5,125,31.819
20250307B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,125,31.819
20250307B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,125,31.819
20250307B03,関西,四国,0,0,0,0
20250307B03,中国,四国,132,1056,31.819,31.819
20250307B03,中国,九州,229,0,229,0
20250307B04,北海道,東北,0,0,0,0
20250307B04,東北,東京,0,2124,0,268
20250307B04,東京,中部,0,0,0,0
20250307B04,中部,関西,544,0,0,0
20250307B04,中部,北陸,270,0,0,0
20250307B04,北陸,関西,1109,1450,10,0
20250307B04,関西,中国,2982,425.5,131.181,14.819
20250307B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,131.181,14.819
20250307B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,131.181,14.819
20250307B04,関西,四国,0,0,0,0
20250307B04,中国,四国,410,588,2.378,22
20250307B04,中国,九州,149,50,99,0
20250307B05,北海道,東北,0,0,0,0
20250307B05,東北,東京,0,2124,0,135
20250307B05,東京,中部,0,0,0,0
20250307B05,中部,関西,504,0,0,0
20250307B05,中部,北陸,270,0,0,0
20250307B05,北陸,関西,1090,1450,6,0
20250307B05,関西,中国,2982,193,57,19
20250307B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,57,19
20250307B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,57,19
20250307B05,関西,四国,0,0,0,0
20250307B05,中国,四国,698,384,0,21
20250307B05,中国,九州,149,0,5,0
20250307B06,北海道,東北,0,10,0,10
20250307B06,東北,東京,0,2124,0,0
20250307B06,東京,中部,0,0,0,0
20250307B06,中部,関西,694,0,0,0
20250307B06,中部,北陸,270,0,0,0
20250307B06,北陸,関西,976,1450,7,0
20250307B06,関西,中国,2982,565,197.36,22.644
20250307B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,197.36,22.644
20250307B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,197.36,22.644
20250307B06,関西,四国,0,0,0,0
20250307B06,中国,四国,374,624,22.644,8
20250307B06,中国,九州,189,0,189,0
20250307B07,北海道,東北,0,0,0,0
20250307B07,東北,東京,0,2124,0,0
20250307B07,東京,中部,0,204,0,204
20250307B07,中部,関西,1114,275,0,204
20250307B07,中部,北陸,270,0,0,0
20250307B07,北陸,関西,900,1450,0,0
20250307B07,関西,中国,2982,2192.5,96.181,0
20250307B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,96.181,0
20250307B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,96.181,0
20250307B07,関西,四国,0,0,0,0
20250307B07,中国,四国,560,888,0,0
20250307B07,中国,九州,429,0,275,0
20250307B08,北海道,東北,0,0,0,0
20250307B08,東北,東京,0,2124,0,0
20250307B08,東京,中部,0,0,0,0
20250307B08,中部,関西,954,0,0,0
20250307B08,中部,北陸,270,0,0,0
20250307B08,北陸,関西,1052,750,16,0
20250307B08,関西,中国,2982,2239,203.02,0
20250307B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,203.02,0
20250307B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,203.02,0
20250307B08,関西,四国,0,0,0,0
20250307B08,中国,四国,332,924,0,0
20250307B08,中国,九州,379,0,248,0
20250308B01,北海道,東北,0,0,0,0
20250308B01,東北,東京,0,2124,0,0
20250308B01,東京,中部,0,0,0,0
20250308B01,中部,関西,824,0,0,0
20250308B01,中部,北陸,270,0,0,0
20250308B01,北陸,関西,1349,750,10,0
20250308B01,関西,中国,2982,2053,0,62.98
20250308B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,0,62.98
20250308B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,0,62.98
20250308B01,関西,四国,0,0,0,0
20250308B01,中国,四国,0,1008,0,0
20250308B01,中国,九州,349,0,0,0
20250308B02,北海道,東北,0,0,0,0
20250308B02,東北,東京,0,2124,0,0
20250308B02,東京,中部,0,267,0,0
20250308B02,中部,関西,914,0,0,0
20250308B02,中部,北陸,270,0,0,0
20250308B02,北陸,関西,1330,750,0,0
20250308B02,関西,中国,2982,2332,0,87.288
20250308B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,0,87.288
20250308B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,0,87.288
20250308B02,関西,四国,0,0,0,0
20250308B02,中国,四国,0,1080,0,0
20250308B02,中国,九州,379,0,0,0
20250308B03,北海道,東北,0,0,0,0
20250308B03,東北,東京,0,2124,0,31
20250308B03,東京,中部,0,0,0,0
20250308B03,中部,関西,444,0,0,0
20250308B03,中部,北陸,270,0,0,0
20250308B03,北陸,関西,787,750,23,0
20250308B03,関西,中国,2982,1355.5,34.675,24.939
20250308B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,34.675,24.939
20250308B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,34.675,24.939
20250308B03,関西,四国,0,0,0,0
20250308B03,中国,四国,102,1056,4,4
20250308B03,中国,九州,139,0,0,0
20250308B04,北海道,東北,0,0,0,0
20250308B04,東北,東京,0,2124,0,268
20250308B04,東京,中部,0,0,0,0
20250308B04,中部,関西,284,0,0,0
20250308B04,中部,北陸,270,0,0,0
20250308B04,北陸,関西,749,750,10,0
20250308B04,関西,中国,2982,425.5,28,4
20250308B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,28,4
20250308B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,28,4
20250308B04,関西,四国,0,0,0,0
20250308B04,中国,四国,390,588,0,4
20250308B04,中国,九州,99,0,0,0
20250308B05,北海道,東北,0,0,0,0
20250308B05,東北,東京,0,2124,0,135
20250308B05,東京,中部,0,0,0,0
20250308B05,中部,関西,304,0,0,0
20250308B05,中部,北陸,270,0,0,0
20250308B05,北陸,関西,730,750,6,0
20250308B05,関西,中国,2982,193,50.939,43.819
20250308B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,50.939,43.819
20250308B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,50.939,43.819
20250308B05,関西,四国,0,0,0,0
20250308B05,中国,四国,678,384,27.819,2
20250308B05,中国,九州,99,0,0,0
20250308B06,北海道,東北,0,0,0,0
20250308B06,東北,東京,0,2124,0,60
20250308B06,東京,中部,0,0,0,0
20250308B06,中部,関西,384,0,0,0
20250308B06,中部,北陸,270,0,0,0
20250308B06,北陸,関西,616,750,7,0
20250308B06,関西,中国,2982,565,17,85.819
20250308B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,17,85.819
20250308B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,17,85.819
20250308B06,関西,四国,0,0,0,0
20250308B06,中国,四国,344,624,56,8
20250308B06,中国,九州,109,0,17,0
20250308B07,北海道,東北,0,0,0,0
20250308B07,東北,東京,0,2124,0,0
20250308B07,東京,中部,0,204,0,204
20250308B07,中部,関西,1004,275,261.306,0
20250308B07,中部,北陸,270,0,0,0
20250308B07,北陸,関西,540,750,0,0
20250308B07,関西,中国,2982,2192.5,0,67.679
20250308B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,0,67.679
20250308B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,0,67.679
20250308B07,関西,四国,0,0,0,0
20250308B07,中国,四国,550,888,0,0
20250308B07,中国,九州,379,0,0,0
20250308B08,北海道,東北,0,0,0,0
20250308B08,東北,東京,0,2124,0,0
20250308B08,東京,中部,0,0,0,0
20250308B08,中部,関西,854,0,257.18,0
20250308B08,中部,北陸,270,0,0,0
20250308B08,北陸,関西,692,750,16,0
20250308B08,関西,中国,2982,2239,14.195,21
20250308B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,14.195,21
20250308B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,14.195,21
20250308B08,関西,四国,0,0,0,0
20250308B08,中国,四国,322,924,21,21
20250308B08,中国,九州,359,0,0,0
20250309B01,北海道,東北,0,0,0,0
20250309B01,東北,東京,0,2124,0,0
20250309B01,東京,中部,0,0,0,0
20250309B01,中部,関西,824,0,0,0
20250309B01,中部,北陸,270,0,0,0
20250309B01,北陸,関西,1349,750,10,0
20250309B01,関西,中国,2982,2053,0,62.98
20250309B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,0,62.98
20250309B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,0,62.98
20250309B01,関西,四国,0,0,0,0
20250309B01,中国,四国,0,1008,0,0
20250309B01,中国,九州,349,0,0,0
20250309B02,北海道,東北,0,0,0,0
20250309B02,東北,東京,0,2124,0,0
20250309B02,東京,中部,0,267,0,0
20250309B02,中部,関西,914,0,0,0
20250309B02,中部,北陸,270,0,0,0
20250309B02,北陸,関西,1330,750,0,0
20250309B02,関西,中国,2982,2332,0,78.98
20250309B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,0,78.98
20250309B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,0,78.98
20250309B02,関西,四国,0,0,0,0
20250309B02,中国,四国,0,1080,0,0
20250309B02,中国,九州,379,0,0,0
20250309B03,北海道,東北,0,0,0,0
20250309B03,東北,東京,0,2124,0,31
20250309B03,東京,中部,0,0,0,0
20250309B03,中部,関西,444,0,0,0
20250309B03,中部,北陸,270,0,0,0
20250309B03,北陸,関西,787,750,23,0
20250309B03,関西,中国,2982,1355.5,15,150.819
20250309B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,15,150.819
20250309B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,15,150.819
20250309B03,関西,四国,0,0,0,0
20250309B03,中国,四国,102,1056,4,4
20250309B03,中国,九州,139,0,0,0
20250309B04,北海道,東北,0,0,0,0
20250309B04,東北,東京,0,2124,0,228
20250309B04,東京,中部,0,0,0,0
20250309B04,中部,関西,284,0,0,0
20250309B04,中部,北陸,270,0,0,0
20250309B04,北陸,関西,749,750,10,0
20250309B04,関西,中国,2982,425.5,28,4
20250309B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,28,4
20250309B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,28,4
20250309B04,関西,四国,0,0,0,0
20250309B04,中国,四国,390,588,0,4.692
20250309B04,中国,九州,99,0,0,0
20250309B05,北海道,東北,0,0,0,0
20250309B05,東北,東京,0,2124,0,95
20250309B05,東京,中部,0,0,0,0
20250309B05,中部,関西,304,0,0,0
20250309B05,中部,北陸,270,0,0,0
20250309B05,北陸,関西,730,750,6,0
20250309B05,関西,中国,2982,193,50,43.819
20250309B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,50,43.819
20250309B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,50,43.819
20250309B05,関西,四国,0,0,0,0
20250309B05,中国,四国,678,384,26.88,2
20250309B05,中国,九州,99,0,0,0
20250309B06,北海道,東北,0,0,0,0
20250309B06,東北,東京,0,2124,0,60
20250309B06,東京,中部,0,0,0,0
20250309B06,中部,関西,384,0,0,0
20250309B06,中部,北陸,270,0,0,0
20250309B06,北陸,関西,616,750,7,0
20250309B06,関西,中国,2982,565,17,85.819
20250309B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,17,85.819
20250309B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,17,85.819
20250309B06,関西,四国,0,0,0,0
20250309B06,中国,四国,344,624,44.947,8
20250309B06,中国,九州,109,0,17,0
20250309B07,北海道,東北,0,0,0,0
20250309B07,東北,東京,0,2124,0,0
20250309B07,東京,中部,0,204,0,0
20250309B07,中部,関西,1004,0,0,0
20250309B07,中部,北陸,270,0,0,0
20250309B07,北陸,関西,540,750,0,0
20250309B07,関西,中国,2982,2192.5,0,173
20250309B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,0,173
20250309B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,0,173
20250309B07,関西,四国,0,0,0,0
20250309B07,中国,四国,550,888,0,0
20250309B07,中国,九州,379,0,0,0
20250309B08,北海道,東北,0,0,0,0
20250309B08,東北,東京,0,2124,0,0
20250309B08,東京,中部,0,0,0,0
20250309B08,中部,関西,854,0,0,0
20250309B08,中部,北陸,270,0,0,0
20250309B08,北陸,関西,692,750,16,0
20250309B08,関西,中国,2982,2239,0,108
20250309B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,0,108
20250309B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,0,108
20250309B08,関西,四国,0,0,0,0
20250309B08,中国,四国,322,924,0,0
20250309B08,中国,九州,359,0,0,0
20250310B01,北海道,東北,0,0,0,0
20250310B01,東北,東京,0,2124,0,0
20250310B01,東京,中部,0,0,0,0
20250310B01,中部,関西,824,0,0,0
20250310B01,中部,北陸,270,0,0,0
20250310B01,北陸,関西,1349,750,10,0
20250310B01,関西,中国,2982,2053,0,26
20250310B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,0,26
20250310B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,0,26
20250310B01,関西,四国,0,0,0,0
20250310B01,中国,四国,0,1008,0,0
20250310B01,中国,九州,349,0,199,0
20250310B02,北海道,東北,0,0,0,0
20250310B02,東北,東京,0,2124,0,0
20250310B02,東京,中部,0,267,0,0
20250310B02,中部,関西,914,0,0,0
20250310B02,中部,北陸,270,0,0,0
20250310B02,北陸,関西,1330,750,0,0
20250310B02,関西,中国,2982,2332,4,0
20250310B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,4,0
20250310B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,4,0
20250310B02,関西,四国,0,0,0,0
20250310B02,中国,四国,0,1080,0,0
20250310B02,中国,九州,379,0,216,0
20250310B03,北海道,東北,0,0,0,0
20250310B03,東北,東京,0,2124,0,31
20250310B03,東京,中部,0,0,0,0
20250310B03,中部,関西,684,0,0,0
20250310B03,中部,北陸,270,0,0,0
20250310B03,北陸,関西,1147,750,23,0
20250310B03,関西,中国,2982,1355.5,125,55.808
20250310B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,125,55.808
20250310B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,125,55.808
20250310B03,関西,四国,0,0,0,0
20250310B03,中国,四国,132,1056,28.23,43.612
20250310B03,中国,九州,229,0,205.011,0
20250310B04,北海道,東北,0,0,0,0
20250310B04,東北,東京,0,2124,0,268
20250310B04,東京,中部,0,0,0,0
20250310B04,中部,関西,544,0,0,0
20250310B04,中部,北陸,270,0,0,0
20250310B04,北陸,関西,1109,1450,10,0
20250310B04,関西,中国,2982,425.5,28,4
20250310B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,28,4
20250310B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,28,4
20250310B04,関西,四国,0,0,0,0
20250310B04,中国,四国,410,588,0,32
20250310B04,中国,九州,149,50,0,30.266
20250310B05,北海道,東北,0,0,0,0
20250310B05,東北,東京,0,2124,0,135
20250310B05,東京,中部,0,0,0,0
20250310B05,中部,関西,504,0,0,0
20250310B05,中部,北陸,270,0,0,0
20250310B05,北陸,関西,1090,1450,6,0
20250310B05,関西,中国,2982,193,66.366,0
20250310B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,66.366,0
20250310B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,66.366,0
20250310B05,関西,四国,0,0,0,0
20250310B05,中国,四国,698,384,0,29
20250310B05,中国,九州,149,0,0,0
20250310B06,北海道,東北,0,10,0,0
20250310B06,東北,東京,0,2124,0,60
20250310B06,東京,中部,0,0,0,0
20250310B06,中部,関西,694,0,0,0
20250310B06,中部,北陸,270,0,0,0
20250310B06,北陸,関西,976,1450,7,0
20250310B06,関西,中国,2982,565,207.046,0
20250310B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,207.046,0
20250310B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,207.046,0
20250310B06,関西,四国,0,0,0,0
20250310B06,中国,四国,374,624,0,43
20250310B06,中国,九州,189,0,143,0
20250310B07,北海道,東北,0,0,0,0
20250310B07,東北,東京,0,2124,0,0
20250310B07,東京,中部,0,204,0,204
20250310B07,中部,関西,1114,275,0,204
20250310B07,中部,北陸,270,0,0,0
20250310B07,北陸,関西,900,1450,0,0
20250310B07,関西,中国,2982,2192.5,8.937,0
20250310B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,8.937,0
20250310B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,8.937,0
20250310B07,関西,四国,0,0,0,0
20250310B07,中国,四国,560,888,0,0
20250310B07,中国,九州,429,0,275,0
20250310B08,北海道,東北,0,0,0,0
20250310B08,東北,東京,0,2124,0,0
20250310B08,東京,中部,0,0,0,0
20250310B08,中部,関西,954,0,0,0
20250310B08,中部,北陸,270,0,0,0
20250310B08,北陸,関西,1052,750,16,0
20250310B08,関西,中国,2982,2239,220.195,0
20250310B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,220.195,0
20250310B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,220.195,0
20250310B08,関西,四国,0,0,0,0
20250310B08,中国,四国,332,924,6,0
20250310B08,中国,九州,379,0,249,0
20250311B01,北海道,東北,0,0,0,0
20250311B01,東北,東京,0,2124,0,0
20250311B01,東京,中部,0,0,0,0
20250311B01,中部,関西,924,0,0,0
20250311B01,中部,北陸,270,0,0,0
20250311B01,北陸,関西,1349,750,10,0
20250311B01,関西,中国,2982,2053,79.449,0
20250311B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,79.449,0
20250311B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,79.449,0
20250311B01,関西,四国,0,0,0,0
20250311B01,中国,四国,0,1008,0,0
20250311B01,中国,九州,369,0,199,0
20250311B02,北海道,東北,0,0,0,0
20250311B02,東北,東京,0,2124,0,0
20250311B02,東京,中部,0,267,0,0
20250311B02,中部,関西,1034,0,0,0
20250311B02,中部,北陸,270,0,0,0
20250311B02,北陸,関西,1330,750,0,0
20250311B02,関西,中国,2982,2332,161.195,0
20250311B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,161.195,0
20250311B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,161.195,0
20250311B02,関西,四国,0,0,0,0
20250311B02,中国,四国,0,1080,0,0
20250311B02,中国,九州,409,0,216,0
20250311B03,北海道,東北,0,0,0,0
20250311B03,東北,東京,0,2124,0,0
20250311B03,東京,中部,0,0,0,0
20250311B03,中部,関西,794,0,0,0
20250311B03,中部,北陸,270,0,0,0
20250311B03,北陸,関西,1147,750,23,0
20250311B03,関西,中国,2982,1355.5,127,2
20250311B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,127,2
20250311B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,127,2
20250311B03,関西,四国,0,0,0,0
20250311B03,中国,四国,132,1056,0,4
20250311B03,中国,九州,229,0,191.284,0
20250311B04,北海道,東北,0,0,0,0
20250311B04,東北,東京,0,2124,0,228
20250311B04,東京,中部,0,0,0,0
20250311B04,中部,関西,544,0,0,0
20250311B04,中部,北陸,270,0,0,0
20250311B04,北陸,関西,1109,1450,10,0
20250311B04,関西,中国,2982,425.5,41.23,4
20250311B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,41.23,4
20250311B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,41.23,4
20250311B04,関西,四国,0,0,0,0
20250311B04,中国,四国,410,588,0,4
20250311B04,中国,九州,149,50,0,0
20250311B05,北海道,東北,0,0,0,0
20250311B05,東北,東京,0,2124,0,135
20250311B05,東京,中部,0,0,0,0
20250311B05,中部,関西,504,0,0,0
20250311B05,中部,北陸,270,0,0,0
20250311B05,北陸,関西,1090,1450,6,0
20250311B05,関西,中国,2982,193,59.23,0
20250311B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,59.23,0
20250311B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,59.23,0
20250311B05,関西,四国,0,0,0,0
20250311B05,中国,四国,698,384,0,0
20250311B05,中国,九州,149,0,0,0
20250311B06,北海道,東北,0,10,0,0
20250311B06,東北,東京,0,2124,0,60
20250311B06,東京,中部,0,0,0,0
20250311B06,中部,関西,694,0,0,0
20250311B06,中部,北陸,270,0,0,0
20250311B06,北陸,関西,976,1450,7,0
20250311B06,関西,中国,2982,565,207.23,0
20250311B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,207.23,0
20250311B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,207.23,0
20250311B06,関西,四国,0,0,0,0
20250311B06,中国,四国,374,624,0,43
20250311B06,中国,九州,189,0,143,0
20250311B07,北海道,東北,0,0,0,0
20250311B07,東北,東京,0,2124,0,0
20250311B07,東京,中部,0,204,0,204
20250311B07,中部,関西,1114,275,0,204
20250311B07,中部,北陸,270,0,0,0
20250311B07,北陸,関西,900,1450,0,0
20250311B07,関西,中国,2982,2192.5,80.472,0
20250311B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,80.472,0
20250311B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,80.472,0
20250311B07,関西,四国,0,0,0,0
20250311B07,中国,四国,560,888,0,0
20250311B07,中国,九州,429,0,275,0
20250311B08,北海道,東北,0,0,0,0
20250311B08,東北,東京,0,2124,0,0
20250311B08,東京,中部,0,0,0,0
20250311B08,中部,関西,954,0,0,0
20250311B08,中部,北陸,270,0,0,0
20250311B08,北陸,関西,1052,750,16,0
20250311B08,関西,中国,2982,2239,153.449,0
20250311B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,153.449,0
20250311B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,153.449,0
20250311B08,関西,四国,0,0,0,0
20250311B08,中国,四国,332,924,6,0
20250311B08,中国,九州,379,0,249,0
20250312B01,北海道,東北,0,0,0,0
20250312B01,東北,東京,0,2124,0,0
20250312B01,東京,中部,0,0,0,0
20250312B01,中部,関西,924,0,0,0
20250312B01,中部,北陸,270,0,0,0
20250312B01,北陸,関西,1349,750,10,0
20250312B01,関西,中国,2982,2053,79.449,0
20250312B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,79.449,0
20250312B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,79.449,0
20250312B01,関西,四国,0,0,0,0
20250312B01,中国,四国,0,1008,0,0
20250312B01,中国,九州,369,0,199,0
20250312B02,北海道,東北,0,0,0,0
20250312B02,東北,東京,0,2124,0,0
20250312B02,東京,中部,0,267,0,0
20250312B02,中部,関西,1034,0,0,0
20250312B02,中部,北陸,270,0,0,0
20250312B02,北陸,関西,1330,750,0,0
20250312B02,関西,中国,2982,2332,80.449,0
20250312B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,80.449,0
20250312B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,80.449,0
20250312B02,関西,四国,0,0,0,0
20250312B02,中国,四国,0,1080,0,0
20250312B02,中国,九州,409,0,216,0
20250312B03,北海道,東北,0,0,0,0
20250312B03,東北,東京,0,2124,0,31
20250312B03,東京,中部,0,0,0,0
20250312B03,中部,関西,794,0,0,0
20250312B03,中部,北陸,270,0,0,0
20250312B03,北陸,関西,1147,750,23,0
20250312B03,関西,中国,2982,1355.5,164.716,0
20250312B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,164.716,0
20250312B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,164.716,0
20250312B03,関西,四国,0,0,0,0
20250312B03,中国,四国,132,1056,4,4
20250312B03,中国,九州,229,0,229,0
20250312B04,北海道,東北,0,0,0,0
20250312B04,東北,東京,0,2124,0,178
20250312B04,東京,中部,0,0,0,0
20250312B04,中部,関西,544,0,0,0
20250312B04,中部,北陸,270,0,0,0
20250312B04,北陸,関西,1109,1450,10,0
20250312B04,関西,中国,2982,425.5,38.618,4
20250312B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,38.618,4
20250312B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,38.618,4
20250312B04,関西,四国,0,0,0,0
20250312B04,中国,四国,410,588,0,17.23
20250312B04,中国,九州,149,50,0,2.612
20250312B05,北海道,東北,0,0,0,0
20250312B05,東北,東京,0,2124,0,135
20250312B05,東京,中部,0,0,0,0
20250312B05,中部,関西,504,0,0,0
20250312B05,中部,北陸,270,0,0,0
20250312B05,北陸,関西,1090,1450,6,0
20250312B05,関西,中国,2982,193,59.23,0
20250312B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,59.23,0
20250312B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,59.23,0
20250312B05,関西,四国,0,0,0,0
20250312B05,中国,四国,698,384,0,0
20250312B05,中国,九州,149,0,0,0
20250312B06,北海道,東北,0,10,0,0
20250312B06,東北,東京,0,2124,0,60
20250312B06,東京,中部,0,0,0,0
20250312B06,中部,関西,694,0,0,0
20250312B06,中部,北陸,270,0,0,0
20250312B06,北陸,関西,976,1450,7,0
20250312B06,関西,中国,2982,565,207.61,0
20250312B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,207.61,0
20250312B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,207.61,0
20250312B06,関西,四国,0,0,0,0
20250312B06,中国,四国,374,624,0,8
20250312B06,中国,九州,189,0,143,0
20250312B07,北海道,東北,0,0,0,0
20250312B07,東北,東京,0,2124,0,0
20250312B07,東京,中部,0,204,0,204
20250312B07,中部,関西,1114,275,0,204
