H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250306B04,合計（確報値）,応札件数（電源属地別）[件],2,4,10,0,2,9,7,5,3,42
20250306B04,合計（確報値）,約定件数（電源属地別）[件],2,4,10,0,2,8,7,5,3,41
20250306B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.91,5.79,3.16,0,2.71,5.76,2.68,2.22,0.51,5.79
20250306B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.84,2.35,0.34,0,1.32,0.34,0.34,0.34,0.43,0.34
20250306B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.07,3.37,2.57,0,1.66,2.82,1.79,0.64,0.48,2.4
20250306B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.91,5.79,3.16,0,2.71,5.76,2.68,2.22,0.51,5.79
20250306B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.84,0.34,0.34,0,1.32,0.34,0.34,0.34,0.34,0.34
20250306B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.07,2.84,2.67,0,1.66,3.37,1.62,0.64,0.42,2.4
20250306B04,合計（確報値）,約定量合計（TSO別）[MW],141,588,957.047,0,135,574.914,243.484,225,248,3112.445
20250306B04,合計（確報値）,（内訳）自エリアからの約定量[MW],141,320,957.047,0,135,574.914,215.484,225,149,2717.445
20250306B05,システム約定結果,募集量（TSO別）[MW],104,455,440,175,75,281,203,136,195,2064
20250306B05,システム約定結果,応札量合計（電源属地別）[MW],141,320,1289.847,0,168,701.914,191.824,233,311,3356.585
20250306B05,システム約定結果,落札量合計（電源属地別）[MW],141,320,1289.847,0,168,701.914,191.824,233,311,3356.585
20250306B05,システム約定結果,応札件数（電源属地別）[件],2,4,10,0,2,6,6,5,4,39
20250306B05,システム約定結果,落札件数（電源属地別）[件],2,4,10,0,2,6,6,5,4,39
20250306B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.27,6.12,3.16,0,1.16,5.16,1.73,1.23,7.73,7.73
20250306B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.36,2.55,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250306B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.77,3.63,2.6,0,0.66,2.48,1.16,0.57,2.91,2.39
20250306B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.27,6.12,3.16,0,1.16,5.16,1.73,1.23,7.73,7.73
20250306B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.36,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250306B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.77,2.82,2.8,0,0.66,2.65,0.99,0.57,2.9,2.39
20250306B05,システム約定結果,落札量合計（TSO別）[MW],141,455,1154.847,0,168,646.914,241.824,233,316,3356.585
20250306B05,システム約定結果,（内訳）自エリアからの落札量[MW],141,320,1154.847,0,168,646.914,191.824,233,311,3166.585
20250306B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250306B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250306B05,合計（確報値）,募集量（TSO別）[MW],104,455,440,175,75,281,203,136,195,2064
20250306B05,合計（確報値）,応札量合計（電源属地別）[MW],141,320,1289.847,0,168,837.241,191.824,233,448,3628.912
20250306B05,合計（確報値）,約定量合計（電源属地別）[MW],141,320,1289.847,0,168,701.914,191.824,233,311,3356.585
20250306B05,合計（確報値）,応札件数（電源属地別）[件],2,4,10,0,2,9,6,5,8,46
20250306B05,合計（確報値）,約定件数（電源属地別）[件],2,4,10,0,2,8,6,5,6,43
20250306B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.27,6.12,3.16,0,1.16,5.16,1.73,1.23,0.34,6.12
20250306B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.36,2.55,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250306B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.77,3.63,2.6,0,0.66,2.48,1.16,0.57,0.34,2.15
20250306B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.27,6.12,3.16,0,1.16,5.16,1.73,1.23,2.35,6.12
20250306B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.36,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250306B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.77,2.82,2.8,0,0.66,2.65,0.99,0.57,0.37,2.15
20250306B05,合計（確報値）,約定量合計（TSO別）[MW],141,455,1154.847,0,168,646.914,241.824,233,316,3356.585
20250306B05,合計（確報値）,（内訳）自エリアからの約定量[MW],141,320,1154.847,0,168,646.914,191.824,233,311,3166.585
20250306B06,システム約定結果,募集量（TSO別）[MW],93,380,513,114,49,274,200,130,346,2099
20250306B06,システム約定結果,応札量合計（電源属地別）[MW],153.3,320,1008.347,0,102,701.914,95.704,180,149,2710.265
20250306B06,システム約定結果,落札量合計（電源属地別）[MW],143.01,320,1008.347,0,102,701.914,95.704,180,149,2699.975
20250306B06,システム約定結果,応札件数（電源属地別）[件],3,4,9,0,1,6,4,3,3,33
20250306B06,システム約定結果,落札件数（電源属地別）[件],3,4,9,0,1,6,4,3,3,33
20250306B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.62,4.63,3.16,0,3.32,6.84,4.13,2.8,1.52,6.84
20250306B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,1.67,0.34,0,3.32,0.84,1.38,0.34,1.36,0.34
20250306B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.91,2.42,2.45,0,3.32,3.87,2.08,0.55,1.45,2.73
20250306B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.62,4.63,3.16,0,3.32,6.84,5.11,2.8,1.52,6.84
20250306B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,0.34,0.34,0,3.32,0.84,0.34,0.34,0.34,0.34
20250306B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.91,2.09,2.58,0,3.32,4.59,3.23,0.64,1.18,2.73
20250306B06,システム約定結果,落札量合計（TSO別）[MW],143.01,380,948.347,0,102,458.618,200,130,338,2699.975
20250306B06,システム約定結果,（内訳）自エリアからの落札量[MW],143.01,320,948.347,0,102,458.618,95.704,130,149,2346.679
20250306B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250306B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250306B06,合計（確報値）,募集量（TSO別）[MW],93,380,513,114,49,274,200,130,346,2099
20250306B06,合計（確報値）,応札量合計（電源属地別）[MW],153.3,320,1008.347,0,102,822.544,95.704,180,149,2830.895
20250306B06,合計（確報値）,約定量合計（電源属地別）[MW],143.01,320,1008.347,0,102,701.914,95.704,180,149,2699.975
20250306B06,合計（確報値）,応札件数（電源属地別）[件],3,4,9,0,1,12,4,3,3,39
20250306B06,合計（確報値）,約定件数（電源属地別）[件],3,4,9,0,1,11,4,3,3,38
20250306B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.62,4.63,3.16,0,3.32,6.84,4.13,2.8,1.52,6.84
20250306B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,1.67,0.34,0,3.32,0.84,1.38,0.34,1.36,0.34
20250306B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.91,2.42,2.45,0,3.32,3.87,2.08,0.55,1.45,2.73
20250306B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.62,4.63,3.16,0,3.32,6.84,5.11,2.8,1.52,6.84
20250306B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,0.34,0.34,0,3.32,0.84,0.34,0.34,0.34,0.34
20250306B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.91,2.09,2.58,0,3.32,4.59,3.23,0.64,1.18,2.73
20250306B06,合計（確報値）,約定量合計（TSO別）[MW],143.01,380,948.347,0,102,458.618,200,130,338,2699.975
20250306B06,合計（確報値）,（内訳）自エリアからの約定量[MW],143.01,320,948.347,0,102,458.618,95.704,130,149,2346.679
20250306B07,システム約定結果,募集量（TSO別）[MW],58,218,165,0,27,178,93,27,91,857
20250306B07,システム約定結果,応札量合計（電源属地別）[MW],141,320,124.124,0,102,701.914,229.194,124,150,1892.232
20250306B07,システム約定結果,落札量合計（電源属地別）[MW],115,320,124.124,0,102,701.914,229.194,124,150,1866.232
20250306B07,システム約定結果,応札件数（電源属地別）[件],2,4,3,0,1,6,8,3,4,31
20250306B07,システム約定結果,落札件数（電源属地別）[件],2,4,3,0,1,6,8,3,4,31
20250306B07,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.65,4.39,0.34,0,4.68,8.24,5.82,4.22,6.2,8.24
20250306B07,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.62,1.85,0.34,0,4.68,1.75,2.35,0.34,3.99,0.34
20250306B07,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.6,2.45,0.34,0,4.68,4.97,3.7,0.81,5.49,3.8
20250306B07,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.65,4.39,6.02,0,4.68,8.24,5.82,4.22,6.2,8.24
20250306B07,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.62,1.85,0.34,0,4.68,1.75,2.35,0.34,3.99,0.34
20250306B07,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.6,2.45,1.75,0,4.68,4.91,3.7,0.81,5.49,3.8
20250306B07,システム約定結果,落札量合計（TSO別）[MW],115,320,165,0,102,661.038,229.194,124,150,1866.232
20250306B07,システム約定結果,（内訳）自エリアからの落札量[MW],115,320,124.124,0,102,661.038,229.194,124,150,1825.356
20250306B07,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250306B07,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B07,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250306B07,合計（確報値）,募集量（TSO別）[MW],58,218,165,0,27,178,93,27,91,857
20250306B07,合計（確報値）,応札量合計（電源属地別）[MW],141,410,124.124,0,102,886.822,229.194,124,150,2167.14
20250306B07,合計（確報値）,約定量合計（電源属地別）[MW],115,320,124.124,0,102,701.914,229.194,124,150,1866.232
20250306B07,合計（確報値）,応札件数（電源属地別）[件],2,5,3,0,1,9,8,3,4,35
20250306B07,合計（確報値）,約定件数（電源属地別）[件],2,4,3,0,1,8,8,3,4,33
20250306B07,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.65,4.39,0.34,0,4.68,8.24,5.82,4.22,6.2,8.24
20250306B07,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.62,1.76,0.34,0,4.68,1.75,2.35,0.34,3.99,0.34
20250306B07,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.6,2.32,0.34,0,4.68,4.97,3.7,0.81,5.49,3.78
20250306B07,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.65,4.39,6.02,0,4.68,8.24,5.82,4.22,6.2,8.24
20250306B07,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.62,1.76,0.34,0,4.68,1.75,2.35,0.34,3.99,0.34
20250306B07,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.6,2.32,1.75,0,4.68,4.91,3.7,0.81,5.49,3.78
20250306B07,合計（確報値）,約定量合計（TSO別）[MW],115,320,165,0,102,661.038,229.194,124,150,1866.232
20250306B07,合計（確報値）,（内訳）自エリアからの約定量[MW],115,320,124.124,0,102,661.038,229.194,124,150,1825.356
20250306B08,システム約定結果,募集量（TSO別）[MW],63,245,345,0,27,234,91,42,120,1167
20250306B08,システム約定結果,応札量合計（電源属地別）[MW],141,320,255.047,0,102,616.526,277.444,110,150,1972.017
20250306B08,システム約定結果,落札量合計（電源属地別）[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250306B08,システム約定結果,応札件数（電源属地別）[件],2,4,5,0,1,5,9,3,4,33
20250306B08,システム約定結果,落札件数（電源属地別）[件],2,4,5,0,1,5,8,3,4,32
20250306B08,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],2.55,4.74,0.34,0,2.94,7.37,4.23,3.09,4.54,7.37
20250306B08,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,1.74,0.34,0,2.94,0.34,0.93,0.34,2.33,0.34
20250306B08,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.12,2.36,0.34,0,2.94,3.65,2.44,0.72,3.83,2.55
20250306B08,システム約定結果,最高落札価格（TSO別）[円/kW・30分],2.55,4.74,0.34,0,2.94,7.37,4.23,3.09,4.54,7.37
20250306B08,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,1.74,0.34,0,2.94,0.34,0.93,0.34,2.33,0.34
20250306B08,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.12,2.36,0.34,0,2.94,3.65,2.44,0.72,3.83,2.55
20250306B08,システム約定結果,落札量合計（TSO別）[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250306B08,システム約定結果,（内訳）自エリアからの落札量[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250306B08,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250306B08,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250306B08,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250306B08,合計（確報値）,募集量（TSO別）[MW],63,245,345,0,27,234,91,42,120,1167
20250306B08,合計（確報値）,応札量合計（電源属地別）[MW],141,500,255.047,0,102,737.156,277.444,110,150,2272.647
20250306B08,合計（確報値）,約定量合計（電源属地別）[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250306B08,合計（確報値）,応札件数（電源属地別）[件],2,9,5,0,1,8,9,3,4,41
20250306B08,合計（確報値）,約定件数（電源属地別）[件],2,7,5,0,1,7,8,3,4,37
20250306B08,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],2.55,4.74,0.34,0,2.94,7.37,4.23,3.09,4.54,7.37
20250306B08,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,1.74,0.34,0,2.94,0.34,0.93,0.34,2.33,0.34
20250306B08,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.12,2.36,0.34,0,2.94,3.65,2.44,0.72,3.83,2.55
20250306B08,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],2.55,4.74,0.34,0,2.94,7.37,4.23,3.09,4.54,7.37
20250306B08,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,1.74,0.34,0,2.94,0.34,0.93,0.34,2.33,0.34
20250306B08,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.12,2.36,0.34,0,2.94,3.65,2.44,0.72,3.83,2.55
20250306B08,合計（確報値）,約定量合計（TSO別）[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250306B08,合計（確報値）,（内訳）自エリアからの約定量[MW],112,320,255.047,0,102,616.526,253,110,150,1918.573
20250307B01,システム約定結果,募集量（TSO別）[MW],58,209,238,0,32,179,97,36,97,946
20250307B01,システム約定結果,応札量合計（電源属地別）[MW],141,320,273.167,0,102,616.526,277.444,108,149,1987.137
20250307B01,システム約定結果,落札量合計（電源属地別）[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B01,システム約定結果,応札件数（電源属地別）[件],2,4,5,0,1,5,9,3,3,32
20250307B01,システム約定結果,落札件数（電源属地別）[件],2,4,5,0,1,5,8,3,3,31
20250307B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],3.6,4.81,0.34,0,1.13,6.83,3.05,0.95,1.37,6.83
20250307B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.88,0.34
20250307B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.4,2.79,0.34,0,1.13,3.67,1.57,0.48,1.17,2.14
20250307B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.6,4.81,0.34,0,1.13,6.83,3.05,0.95,1.37,6.83
20250307B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.88,0.34
20250307B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.4,2.79,0.34,0,1.13,3.67,1.57,0.48,1.17,2.14
20250307B01,システム約定結果,落札量合計（TSO別）[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B01,システム約定結果,（内訳）自エリアからの落札量[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B01,合計（確報値）,募集量（TSO別）[MW],58,209,238,0,32,179,97,36,97,946
20250307B01,合計（確報値）,応札量合計（電源属地別）[MW],141,320,273.167,0,102,658.743,277.444,108,149,2029.354
20250307B01,合計（確報値）,約定量合計（電源属地別）[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B01,合計（確報値）,応札件数（電源属地別）[件],2,4,5,0,1,6,9,3,3,33
20250307B01,合計（確報値）,約定件数（電源属地別）[件],2,4,5,0,1,5,8,3,3,31
20250307B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.6,4.81,0.34,0,1.13,6.83,3.05,0.95,1.37,6.83
20250307B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.88,0.34
20250307B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.4,2.79,0.34,0,1.13,3.67,1.57,0.48,1.17,2.14
20250307B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.6,4.81,0.34,0,1.13,6.83,3.05,0.95,1.37,6.83
20250307B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.88,0.34
20250307B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.4,2.79,0.34,0,1.13,3.67,1.57,0.48,1.17,2.14
20250307B01,合計（確報値）,約定量合計（TSO別）[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B01,合計（確報値）,（内訳）自エリアからの約定量[MW],113,320,273.167,0,102,538.113,253.784,108,149,1857.064
20250307B02,システム約定結果,募集量（TSO別）[MW],58,207,201,0,29,141,83,30,89,838
20250307B02,システム約定結果,応札量合計（電源属地別）[MW],141,320,273.167,0,102,616.526,277.444,100,149,1979.137
20250307B02,システム約定結果,落札量合計（電源属地別）[MW],134,320,273.167,0,102,602,239,100,149,1919.167
20250307B02,システム約定結果,応札件数（電源属地別）[件],2,4,5,0,1,5,9,3,3,32
20250307B02,システム約定結果,落札件数（電源属地別）[件],2,4,5,0,1,5,8,3,3,31
20250307B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,1.92,7.33
20250307B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.46,1.63,0.34,0,1.76,0.34,0.91,0.34,1.43,0.34
20250307B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.6,2.1,0.34,0,1.76,3.54,2.59,0.73,1.72,2.35
20250307B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,1.92,7.33
20250307B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.46,1.63,0.34,0,1.76,0.34,0.91,0.34,1.43,0.34
20250307B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.6,2.1,0.34,0,1.76,3.54,2.59,0.73,1.72,2.35
20250307B02,システム約定結果,落札量合計（TSO別）[MW],134,320,273.167,0,102,602,239,100,149,1919.167
20250307B02,システム約定結果,（内訳）自エリアからの落札量[MW],134,320,273.167,0,102,602,239,100,149,1919.167
20250307B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,合計（確報値）,募集量（TSO別）[MW],58,207,201,0,29,141,83,30,89,838
20250307B02,合計（確報値）,応札量合計（電源属地別）[MW],141,500,273.167,0,102,737.156,277.444,100,149,2279.767
20250307B02,合計（確報値）,約定量合計（電源属地別）[MW],134,320,273.167,0,102,602,239,100,149,1919.167
20250307B02,合計（確報値）,応札件数（電源属地別）[件],2,11,5,0,1,7,9,3,3,41
20250307B02,合計（確報値）,約定件数（電源属地別）[件],2,9,5,0,1,6,8,3,3,37
20250307B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,1.92,7.33
