H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250307B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.88,0.34
20250307B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.96,3.17,0.34,0,1.13,3.42,1.74,0.55,1.17,2.4
20250307B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.6,4.81,0.34,0,1.13,6.83,3.05,0.95,6.83,6.83
20250307B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,2.13,0.34,0,1.13,0.34,0.34,0.34,0.34,0.34
20250307B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.96,3.17,0.34,0,1.13,3.12,1.69,0.55,2.48,2.4
20250307B01,合計（確報値）,約定量合計（TSO別）[MW],214,790,273.167,0,148,643.416,314,138,349,2869.583
20250307B01,合計（確報値）,（内訳）自エリアからの約定量[MW],214,790,273.167,0,148,643.416,311.446,138,149,2667.029
20250307B02,システム約定結果,募集量（TSO別）[MW],230,487,1128,0,147,602,298,130,366,3388
20250307B02,システム約定結果,応札量合計（電源属地別）[MW],272,790,348.067,0,147,957.659,635.063,130,150,3429.789
20250307B02,システム約定結果,落札量合計（電源属地別）[MW],235,790,348.067,0,147,764.195,352.805,130,149,2916.067
20250307B02,システム約定結果,応札件数（電源属地別）[件],2,4,6,0,1,5,9,3,3,33
20250307B02,システム約定結果,落札件数（電源属地別）[件],2,4,6,0,1,5,8,3,3,32
20250307B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,1.92,7.33
20250307B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.46,1.63,0.33,0,1.76,0.34,0.91,0.34,1.43,0.33
20250307B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.54,2.53,0.34,0,1.76,3.5,3.06,0.65,1.72,2.51
20250307B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,7.33,7.33
20250307B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.46,1.63,0.33,0,1.76,0.34,0.34,0.34,0.34,0.33
20250307B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.54,2.53,0.34,0,1.76,3.54,2.65,0.65,2.98,2.51
20250307B02,システム約定結果,落札量合計（TSO別）[MW],235,790,348.067,0,147,602,298,130,366,2916.067
20250307B02,システム約定結果,（内訳）自エリアからの落札量[MW],235,790,348.067,0,147,602,277.01,130,149,2678.077
20250307B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B02,合計（確報値）,募集量（TSO別）[MW],230,487,1128,0,147,602,298,130,366,3388
20250307B02,合計（確報値）,応札量合計（電源属地別）[MW],272,1150,348.067,0,147,1126.279,635.063,130,150,3958.409
20250307B02,合計（確報値）,約定量合計（電源属地別）[MW],235,790,348.067,0,147,764.195,352.805,130,149,2916.067
20250307B02,合計（確報値）,応札件数（電源属地別）[件],2,11,6,0,1,9,9,3,3,44
20250307B02,合計（確報値）,約定件数（電源属地別）[件],2,9,6,0,1,8,8,3,3,40
20250307B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,1.92,7.33
20250307B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.46,1.63,0.33,0,1.76,0.34,0.91,0.34,1.43,0.33
20250307B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.54,2.53,0.34,0,1.76,3.5,3.06,0.65,1.72,2.51
20250307B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.64,4.38,0.34,0,1.76,7.33,4.37,2.9,7.33,7.33
20250307B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.46,1.63,0.33,0,1.76,0.34,0.34,0.34,0.34,0.33
20250307B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.54,2.53,0.34,0,1.76,3.54,2.65,0.65,2.98,2.51
20250307B02,合計（確報値）,約定量合計（TSO別）[MW],235,790,348.067,0,147,602,298,130,366,2916.067
20250307B02,合計（確報値）,（内訳）自エリアからの約定量[MW],235,790,348.067,0,147,602,277.01,130,149,2678.077
20250307B03,システム約定結果,募集量（TSO別）[MW],249,783,1580,132,209,897,412,204,481,4947
20250307B03,システム約定結果,応札量合計（電源属地別）[MW],288,971.5,508.327,1.5,232,1210.559,547.819,204,150,4113.705
20250307B03,システム約定結果,落札量合計（電源属地別）[MW],249,970,508.327,1.5,232,967.181,547.819,204,150,3829.827
20250307B03,システム約定結果,応札件数（電源属地別）[件],2,6,6,1,2,6,7,3,4,37
20250307B03,システム約定結果,落札件数（電源属地別）[件],2,5,6,1,2,6,7,3,4,36
20250307B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],2.09,3.07,4.22,7.21,5.4,8.36,5.01,4.35,6.06,8.36
20250307B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,1.25,0.33,7.21,4.5,1.18,1.55,0.34,3.85,0.33
20250307B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.03,2.2,2.52,7.21,4.74,3.96,4.15,0.63,5.35,3.15
20250307B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],2.09,3.07,4.22,7.21,5.4,8.36,5.01,4.56,6.06,8.36
20250307B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,1.25,0.33,7.21,4.5,0.34,1.55,0.34,0.34,0.33
20250307B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.03,2.2,2.52,7.21,4.77,4.15,3.83,1.29,4.14,3.15
20250307B03,システム約定結果,落札量合計（TSO別）[MW],249,970,508.327,1.5,209,897,412,204,379,3829.827
20250307B03,システム約定結果,（内訳）自エリアからの落札量[MW],249,970,508.327,1.5,209,870,397,172.181,150,3527.008
20250307B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B03,合計（確報値）,募集量（TSO別）[MW],249,783,1580,132,209,897,412,204,481,4947
20250307B03,合計（確報値）,応札量合計（電源属地別）[MW],288,971.5,508.327,1.5,232,1442.692,547.819,204,150,4345.838
20250307B03,合計（確報値）,約定量合計（電源属地別）[MW],249,970,508.327,1.5,232,967.181,547.819,204,150,3829.827
20250307B03,合計（確報値）,応札件数（電源属地別）[件],2,6,6,1,2,12,7,3,4,43
20250307B03,合計（確報値）,約定件数（電源属地別）[件],2,5,6,1,2,11,7,3,4,41
20250307B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],2.09,3.07,4.22,7.21,5.4,8.36,5.01,4.35,6.06,8.36
20250307B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,1.25,0.33,7.21,4.5,1.18,1.55,0.34,3.85,0.33
20250307B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.03,2.2,2.52,7.21,4.74,3.96,4.15,0.63,5.35,3.15
20250307B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],2.09,3.07,4.22,7.21,5.4,8.36,5.01,4.56,6.06,8.36
20250307B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,1.25,0.33,7.21,4.5,0.34,1.55,0.34,0.34,0.33
20250307B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.03,2.2,2.52,7.21,4.77,4.15,3.83,1.29,4.14,3.15
20250307B03,合計（確報値）,約定量合計（TSO別）[MW],249,970,508.327,1.5,209,897,412,204,379,3829.827
20250307B03,合計（確報値）,（内訳）自エリアからの約定量[MW],249,970,508.327,1.5,209,870,397,172.181,150,3527.008
20250307B04,システム約定結果,募集量（TSO別）[MW],301,987,1905,848,275,1296,580,284,637,7113
20250307B04,システム約定結果,応札量合計（電源属地別）[MW],346,790,897.527,1.928,285,1397.559,547.819,270,150,4685.833
20250307B04,システム約定結果,落札量合計（電源属地別）[MW],302,790,826.527,1.928,285,1397.559,547.819,270,150,4570.833
20250307B04,システム約定結果,応札件数（電源属地別）[件],4,4,9,1,2,7,7,6,3,43
20250307B04,システム約定結果,落札件数（電源属地別）[件],3,4,9,1,2,7,7,6,3,42
20250307B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],3.94,4.94,4.22,7.21,2.22,6.27,2.79,2.23,0.51,7.21
20250307B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.73,1.85,0.33,7.21,1.32,0.34,0.34,0.34,0.43,0.33
20250307B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.3,3.1,3.17,7.21,1.53,2.26,2.14,0.58,0.48,2.43
20250307B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.94,4.94,4.22,7.21,2.22,6.27,2.79,2.23,3.22,7.21
20250307B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.73,0.34,0.33,7.21,1.32,0.34,0.34,0.34,0.34,0.33
20250307B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.3,3.15,3.13,7.21,1.53,2.27,2.04,0.58,1.22,2.43
20250307B04,システム約定結果,落札量合計（TSO別）[MW],302,987,629.527,1.928,275,1296,580,250.378,249,4570.833
20250307B04,システム約定結果,（内訳）自エリアからの落札量[MW],302,790,629.527,1.928,275,1271.181,547.819,248,150,4215.455
20250307B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B04,合計（確報値）,募集量（TSO別）[MW],301,987,1905,848,275,1296,580,284,637,7113
20250307B04,合計（確報値）,応札量合計（電源属地別）[MW],346,790,897.527,1.928,285,1712.94,547.819,270,150,5001.214
20250307B04,合計（確報値）,約定量合計（電源属地別）[MW],302,790,826.527,1.928,285,1397.559,547.819,270,150,4570.833
20250307B04,合計（確報値）,応札件数（電源属地別）[件],4,4,9,1,2,12,7,6,3,48
20250307B04,合計（確報値）,約定件数（電源属地別）[件],3,4,9,1,2,11,7,6,3,46
20250307B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.94,4.94,4.22,7.21,2.22,6.27,2.79,2.23,0.51,7.21
20250307B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.73,1.85,0.33,7.21,1.32,0.34,0.34,0.34,0.43,0.33
20250307B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.3,3.1,3.17,7.21,1.53,2.26,2.14,0.58,0.48,2.43
20250307B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.94,4.94,4.22,7.21,2.22,6.27,2.79,2.23,3.22,7.21
20250307B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.73,0.34,0.33,7.21,1.32,0.34,0.34,0.34,0.34,0.33
20250307B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.3,3.15,3.13,7.21,1.53,2.27,2.04,0.58,1.22,2.43
20250307B04,合計（確報値）,約定量合計（TSO別）[MW],302,987,629.527,1.928,275,1296,580,250.378,249,4570.833
20250307B04,合計（確報値）,（内訳）自エリアからの約定量[MW],302,790,629.527,1.928,275,1271.181,547.819,248,150,4215.455
20250307B05,システム約定結果,募集量（TSO別）[MW],315,925,1949,917,280,1168,554,378,569,7055
20250307B05,システム約定結果,応札量合計（電源属地別）[MW],343.99,790,863.177,0,286,1197.559,476.284,276,448.05,4681.06
20250307B05,システム約定結果,落札量合計（電源属地別）[MW],320,790,863.177,0,286,1197.559,476.284,276,448.05,4657.07
20250307B05,システム約定結果,応札件数（電源属地別）[件],4,4,9,0,2,6,6,6,5,42
20250307B05,システム約定結果,落札件数（電源属地別）[件],2,4,9,0,2,6,6,6,5,40
20250307B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.27,5.35,4.22,0,1.16,5.94,1.79,1.9,7.73,7.73
20250307B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.36,2.09,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250307B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.14,3.45,3,0,0.53,2.31,1.37,0.55,3.98,2.54
20250307B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.27,5.35,4.22,0,1.16,5.94,2.35,1.9,7.73,7.73
20250307B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.36,0.34,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250307B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.14,3.16,3.29,0,0.53,2.27,1.46,0.54,3.96,2.54
20250307B05,システム約定結果,落札量合計（TSO別）[MW],320,925,728.177,0,280,1167.559,528.284,255,453.05,4657.07
20250307B05,システム約定結果,（内訳）自エリアからの落札量[MW],320,790,728.177,0,280,1142.559,476.284,255,448.05,4440.07
20250307B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B05,合計（確報値）,募集量（TSO別）[MW],315,925,1949,917,280,1168,554,378,569,7055
20250307B05,合計（確報値）,応札量合計（電源属地別）[MW],343.99,790,863.177,0,286,1553.85,476.284,276,697.05,5286.351
20250307B05,合計（確報値）,約定量合計（電源属地別）[MW],320,790,863.177,0,286,1197.559,476.284,276,448.05,4657.07
20250307B05,合計（確報値）,応札件数（電源属地別）[件],4,4,9,0,2,11,6,6,10,52
20250307B05,合計（確報値）,約定件数（電源属地別）[件],2,4,9,0,2,10,6,6,8,47
20250307B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.27,5.35,4.22,0,1.16,5.94,1.79,1.9,5,5.94
20250307B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.36,2.09,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250307B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.14,3.45,3,0,0.53,2.31,1.37,0.55,0.35,2.19
20250307B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.27,5.35,4.22,0,1.16,5.94,2.35,1.9,5,5.94
20250307B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.36,0.34,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250307B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.14,3.16,3.29,0,0.53,2.27,1.46,0.54,0.37,2.19
20250307B05,合計（確報値）,約定量合計（TSO別）[MW],320,925,728.177,0,280,1167.559,528.284,255,453.05,4657.07
20250307B05,合計（確報値）,（内訳）自エリアからの約定量[MW],320,790,728.177,0,280,1142.559,476.284,255,448.05,4440.07
20250307B06,システム約定結果,募集量（TSO別）[MW],220,585,1667,360,200,1102,462,258,499,5353
20250307B06,システム約定結果,応札量合計（電源属地別）[MW],288.1,790,457.754,0,207,1197.559,476.284,210,152.924,3779.621
20250307B06,システム約定結果,落札量合計（電源属地別）[MW],210,790,457.754,0,207,1197.559,476.284,210,152.924,3701.521
20250307B06,システム約定結果,応札件数（電源属地別）[件],3,4,4,0,1,6,6,3,5,32
20250307B06,システム約定結果,落札件数（電源属地別）[件],3,4,4,0,1,6,6,3,5,32
20250307B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],2.51,4.66,4.22,0,3.32,6.96,4.56,2.92,7.21,7.21
20250307B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,1.69,0.34,0,3.32,0.84,1.33,0.34,1.36,0.34
20250307B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.27,2.97,3.64,0,3.32,3.58,3.69,0.53,1.53,3.12
20250307B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],2.51,4.66,4.22,0,3.32,6.96,5.11,4.1,7.21,7.21
20250307B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,1.69,0.34,0,3.32,0.36,1.33,0.34,0.84,0.34
20250307B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.28,2.97,3.64,0,3.32,3.71,3.69,0.89,2.18,3.12
20250307B06,システム約定結果,落札量合計（TSO別）[MW],220,780,457.754,0,200,1015.199,462,224.644,341.924,3701.521
20250307B06,システム約定結果,（内訳）自エリアからの落札量[MW],210,780,457.754,0,200,1000.199,453.64,202,152.924,3456.517
20250307B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B06,合計（確報値）,募集量（TSO別）[MW],220,585,1667,360,200,1102,462,258,499,5353
20250307B06,合計（確報値）,応札量合計（電源属地別）[MW],288.1,1150,457.754,0,207,1512.94,476.284,210,152.924,4455.002
20250307B06,合計（確報値）,約定量合計（電源属地別）[MW],210,790,457.754,0,207,1197.559,476.284,210,152.924,3701.521
20250307B06,合計（確報値）,応札件数（電源属地別）[件],3,12,4,0,1,10,6,3,5,44
20250307B06,合計（確報値）,約定件数（電源属地別）[件],3,10,4,0,1,9,6,3,5,41
20250307B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],2.51,4.66,4.22,0,3.32,6.96,4.56,2.92,7.21,7.21
20250307B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,1.69,0.34,0,3.32,0.84,1.33,0.34,1.36,0.34
20250307B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.27,2.78,3.64,0,3.32,3.58,3.69,0.53,1.53,3.08
20250307B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],2.51,4.66,4.22,0,3.32,6.96,5.11,4.1,7.21,7.21
20250307B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,1.69,0.34,0,3.32,0.36,1.33,0.34,0.84,0.34
20250307B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.26,2.79,3.64,0,3.32,3.71,3.69,0.89,2.18,3.08
20250307B06,合計（確報値）,約定量合計（TSO別）[MW],220,780,457.754,0,200,1015.199,462,224.644,341.924,3701.521
20250307B06,合計（確報値）,（内訳）自エリアからの約定量[MW],210,780,457.754,0,200,1000.199,453.64,202,152.924,3456.517
20250307B07,システム約定結果,募集量（TSO別）[MW],216,554,1284,0,153,779,369,154,425,3934
20250307B07,システム約定結果,応札量合計（電源属地別）[MW],272,790,97.714,1.928,153,1197.559,547.819,154,150,3364.02
20250307B07,システム約定結果,落札量合計（電源属地別）[MW],216,790,97.714,0,153,1079.181,547.819,154,150,3187.714
20250307B07,システム約定結果,応札件数（電源属地別）[件],2,4,3,1,1,6,7,3,4,31
20250307B07,システム約定結果,落札件数（電源属地別）[件],2,4,3,0,1,6,7,3,4,30
20250307B07,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.65,4.51,7.21,0,4.68,7.44,5.8,3.42,6.2,7.44
20250307B07,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.62,1.93,0.34,0,4.68,1.75,2.33,0.34,3.99,0.34
20250307B07,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.21,2.92,2.44,0,4.68,4.19,4.93,0.64,5.49,3.8
20250307B07,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.65,4.51,7.21,0,4.68,7.44,7.44,3.42,7.44,7.44
20250307B07,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.62,1.93,0.34,0,4.68,1.75,2.33,0.34,2.33,0.34
20250307B07,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.21,2.92,3.2,0,4.68,4.05,5.21,0.64,5.28,3.8
20250307B07,システム約定結果,落札量合計（TSO別）[MW],216,790,301.714,0,153,779,369,154,425,3187.714
20250307B07,システム約定結果,（内訳）自エリアからの落札量[MW],216,790,97.714,0,153,779,281.939,154,150,2621.653
20250307B07,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250307B07,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250307B07,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250307B07,合計（確報値）,募集量（TSO別）[MW],216,554,1284,0,153,779,369,154,425,3934
20250307B07,合計（確報値）,応札量合計（電源属地別）[MW],272,790,97.714,1.928,153,1501.413,547.819,154,150,3667.874
20250307B07,合計（確報値）,約定量合計（電源属地別）[MW],216,790,97.714,0,153,1079.181,547.819,154,150,3187.714
20250307B07,合計（確報値）,応札件数（電源属地別）[件],2,4,3,1,1,11,7,3,4,36
20250307B07,合計（確報値）,約定件数（電源属地別）[件],2,4,3,0,1,10,7,3,4,34
20250307B07,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.65,4.51,7.21,0,4.68,7.44,5.8,3.42,6.2,7.44
