H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250303B03,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,2,6,7,2,0,24
20250303B03,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,2,6,7,2,0,24
20250303B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.21,2.18,0,0,5.4,7.49,3.64,3.37,0,7.49
20250303B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.09,1.55,0,0,4.5,1.18,0.49,0.36,0,0.36
20250303B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.1,1.77,0,0,4.84,5.29,2.47,1.87,0,4.13
20250303B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.21,2.18,0,0,5.4,7.49,3.64,3.37,0,7.49
20250303B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.09,1.55,0,0,4.5,1.18,0.49,0.36,0,0.36
20250303B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.1,1.77,0,0,4.84,5.29,2.47,1.87,0,4.13
20250303B03,システム約定結果,落札量合計（TSO別）[MW],221,80,0,0,164,437.215,215.484,30,0,1147.699
20250303B03,システム約定結果,（内訳）自エリアからの落札量[MW],221,80,0,0,164,437.215,215.484,30,0,1147.699
20250303B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B03,合計（確報値）,募集量（TSO別）[MW],124,335,876,255,104,500,269,103,303,2869
20250303B03,合計（確報値）,応札量合計（電源属地別）[MW],221,120,0,0,164,437.215,263.734,30,0,1235.949
20250303B03,合計（確報値）,約定量合計（電源属地別）[MW],221,80,0,0,164,437.215,215.484,30,0,1147.699
20250303B03,合計（確報値）,応札件数（電源属地別）[件],3,7,0,0,2,6,10,2,0,30
20250303B03,合計（確報値）,約定件数（電源属地別）[件],3,5,0,0,2,6,9,2,0,27
20250303B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.21,2.18,0,0,5.4,7.49,3.64,3.37,0,7.49
20250303B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.09,1.04,0,0,4.5,1.18,0.49,0.36,0,0.36
20250303B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.1,1.51,0,0,4.84,5.29,2.47,1.87,0,4.11
20250303B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.21,2.18,0,0,5.4,7.49,3.64,3.37,0,7.49
20250303B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.09,1.04,0,0,4.5,1.18,0.49,0.36,0,0.36
20250303B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.1,1.51,0,0,4.84,5.29,2.47,1.87,0,4.11
20250303B03,合計（確報値）,約定量合計（TSO別）[MW],221,80,0,0,164,437.215,215.484,30,0,1147.699
20250303B03,合計（確報値）,（内訳）自エリアからの約定量[MW],221,80,0,0,164,437.215,215.484,30,0,1147.699
20250303B04,システム約定結果,募集量（TSO別）[MW],117,392,861,291,112,495,266,128,413,3075
20250303B04,システム約定結果,応札量合計（電源属地別）[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,システム約定結果,落札量合計（電源属地別）[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,2,6,5,2,3,25
20250303B04,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,2,6,5,2,3,25
20250303B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.5,2.71,0,0,2.22,6.14,4.34,2.1,0.78,6.14
20250303B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.88,1.89,0,0,1.32,0.34,0.99,0.5,0.43,0.34
20250303B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.61,2.41,0,0,1.67,4,3.64,1.3,0.51,3.1
20250303B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.5,2.71,0,0,2.22,6.14,4.34,2.1,0.78,6.14
20250303B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.88,1.89,0,0,1.32,0.34,0.99,0.5,0.43,0.34
20250303B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.61,2.41,0,0,1.67,4,3.64,1.3,0.51,3.1
20250303B04,システム約定結果,落札量合計（TSO別）[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,システム約定結果,（内訳）自エリアからの落札量[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B04,合計（確報値）,募集量（TSO別）[MW],117,392,861,291,112,495,266,128,413,3075
20250303B04,合計（確報値）,応札量合計（電源属地別）[MW],221,80,0,0,167,437.215,222.854,30,99,1257.069
20250303B04,合計（確報値）,約定量合計（電源属地別）[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,合計（確報値）,応札件数（電源属地別）[件],3,4,0,0,2,6,7,2,3,27
20250303B04,合計（確報値）,約定件数（電源属地別）[件],3,4,0,0,2,6,6,2,3,26
20250303B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.5,2.71,0,0,2.22,6.14,4.34,2.1,0.78,6.14
20250303B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.88,1.89,0,0,1.32,0.34,0.99,0.5,0.43,0.34
20250303B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.61,2.41,0,0,1.67,4,3.64,1.3,0.51,3.1
20250303B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.5,2.71,0,0,2.22,6.14,4.34,2.1,0.78,6.14
20250303B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.88,1.89,0,0,1.32,0.34,0.99,0.5,0.43,0.34
20250303B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.61,2.41,0,0,1.67,4,3.64,1.3,0.51,3.1
20250303B04,合計（確報値）,約定量合計（TSO別）[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B04,合計（確報値）,（内訳）自エリアからの約定量[MW],221,80,0,0,167,437.215,174.604,30,99,1208.819
20250303B05,システム約定結果,募集量（TSO別）[MW],123,398,898,268,115,481,266,124,371,3044
20250303B05,システム約定結果,応札量合計（電源属地別）[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,システム約定結果,落札量合計（電源属地別）[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,システム約定結果,応札件数（電源属地別）[件],2,4,0,0,2,6,6,1,4,25
20250303B05,システム約定結果,落札件数（電源属地別）[件],2,4,0,0,2,6,6,1,4,25
20250303B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.27,3.09,0,0,1.16,5.61,3.86,1.57,7.73,7.73
20250303B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.36,2.17,0,0,0.34,0.34,0.66,1.57,0.34,0.34
20250303B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.77,2.77,0,0,0.66,3.67,3.06,1.57,2.91,2.86
20250303B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.27,3.09,0,0,1.16,5.61,3.86,1.57,7.73,7.73
20250303B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.36,2.17,0,0,0.34,0.34,0.66,1.57,0.34,0.34
20250303B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.77,2.77,0,0,0.66,3.67,3.06,1.57,2.91,2.86
20250303B05,システム約定結果,落札量合計（TSO別）[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,システム約定結果,（内訳）自エリアからの落札量[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B05,合計（確報値）,募集量（TSO別）[MW],123,398,898,268,115,481,266,124,371,3044
20250303B05,合計（確報値）,応札量合計（電源属地別）[MW],141,80,0,0,168,437.215,232.754,15,311,1384.969
20250303B05,合計（確報値）,約定量合計（電源属地別）[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,合計（確報値）,応札件数（電源属地別）[件],2,4,0,0,2,6,8,1,4,27
20250303B05,合計（確報値）,約定件数（電源属地別）[件],2,4,0,0,2,6,7,1,4,26
20250303B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.27,3.09,0,0,1.16,5.61,3.86,1.57,7.73,7.73
20250303B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.36,2.17,0,0,0.34,0.34,0.66,1.57,0.34,0.34
20250303B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.77,2.77,0,0,0.66,3.67,3.06,1.57,2.91,2.86
20250303B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.27,3.09,0,0,1.16,5.61,3.86,1.57,7.73,7.73
20250303B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.36,2.17,0,0,0.34,0.34,0.66,1.57,0.34,0.34
20250303B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.77,2.77,0,0,0.66,3.67,3.06,1.57,2.91,2.86
20250303B05,合計（確報値）,約定量合計（TSO別）[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B05,合計（確報値）,（内訳）自エリアからの約定量[MW],141,80,0,0,168,437.215,184.504,15,311,1336.719
20250303B06,システム約定結果,募集量（TSO別）[MW],135,382,829,240,104,467,253,99,363,2872
20250303B06,システム約定結果,応札量合計（電源属地別）[MW],233.3,100,0,0,102,437.215,167.614,15,149,1204.129
20250303B06,システム約定結果,落札量合計（電源属地別）[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B06,システム約定結果,応札件数（電源属地別）[件],4,4,0,0,1,6,6,1,3,25
20250303B06,システム約定結果,落札件数（電源属地別）[件],4,4,0,0,1,6,6,1,3,25
20250303B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.67,4.93,0,0,3.32,6.01,5.47,0.52,1.52,6.01
20250303B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,1.84,0,0,3.32,0.84,2.07,0.52,1.36,0.52
20250303B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.66,3.4,0,0,3.32,4.23,3.91,0.52,1.45,3.53
20250303B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.67,4.93,0,0,3.32,6.01,5.47,0.52,1.52,6.01
20250303B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,1.84,0,0,3.32,0.84,2.07,0.52,1.36,0.52
20250303B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.66,3.4,0,0,3.32,4.23,3.91,0.52,1.45,3.53
20250303B06,システム約定結果,落札量合計（TSO別）[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B06,システム約定結果,（内訳）自エリアからの落札量[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B06,合計（確報値）,募集量（TSO別）[MW],135,382,829,240,104,467,253,99,363,2872
20250303B06,合計（確報値）,応札量合計（電源属地別）[MW],233.3,100,0,0,102,437.215,215.864,15,149,1252.379
20250303B06,合計（確報値）,約定量合計（電源属地別）[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B06,合計（確報値）,応札件数（電源属地別）[件],4,4,0,0,1,6,9,1,3,28
20250303B06,合計（確報値）,約定件数（電源属地別）[件],4,4,0,0,1,6,8,1,3,27
20250303B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.67,4.93,0,0,3.32,6.01,5.47,0.52,1.52,6.01
20250303B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,1.84,0,0,3.32,0.84,2.07,0.52,1.36,0.52
20250303B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.66,3.4,0,0,3.32,4.23,3.91,0.52,1.45,3.53
20250303B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.67,4.93,0,0,3.32,6.01,5.47,0.52,1.52,6.01
20250303B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,1.84,0,0,3.32,0.84,2.07,0.52,1.36,0.52
20250303B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.66,3.4,0,0,3.32,4.23,3.91,0.52,1.45,3.53
20250303B06,合計（確報値）,約定量合計（TSO別）[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B06,合計（確報値）,（内訳）自エリアからの約定量[MW],189,100,0,0,102,437.215,167.614,15,149,1159.829
20250303B07,システム約定結果,募集量（TSO別）[MW],125,294,814,217,96,454,249,87,275,2611
20250303B07,システム約定結果,応札量合計（電源属地別）[MW],221,100,0,0,102,395.011,277.444,30,150,1275.455
20250303B07,システム約定結果,落札量合計（電源属地別）[MW],195,100,0,0,102,395.011,253.6,30,150,1225.611
20250303B07,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,1,5,9,2,4,28
20250303B07,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,5,8,2,4,27
20250303B07,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.65,4.59,0,0,4.68,6.66,5.34,2.63,6.2,6.66
20250303B07,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.62,1.98,0,0,4.68,1.75,1.87,0.36,3.99,0.36
20250303B07,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.95,3.18,0,0,4.68,5.28,3.46,1.5,5.49,4.4
20250303B07,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.65,4.59,0,0,4.68,6.66,5.34,2.63,6.2,6.66
20250303B07,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.62,1.98,0,0,4.68,1.75,1.87,0.36,3.99,0.36
20250303B07,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.95,3.18,0,0,4.68,5.28,3.46,1.5,5.49,4.4
20250303B07,システム約定結果,落札量合計（TSO別）[MW],195,100,0,0,102,395.011,253.6,30,150,1225.611
20250303B07,システム約定結果,（内訳）自エリアからの落札量[MW],195,100,0,0,102,395.011,253.6,30,150,1225.611
20250303B07,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B07,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B07,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B07,合計（確報値）,募集量（TSO別）[MW],125,294,814,217,96,454,249,87,275,2611
20250303B07,合計（確報値）,応札量合計（電源属地別）[MW],221,100,0,0,102,395.011,339.24,30,150,1337.251
20250303B07,合計（確報値）,約定量合計（電源属地別）[MW],195,100,0,0,102,395.011,219.276,30,150,1191.287
20250303B07,合計（確報値）,応札件数（電源属地別）[件],3,4,0,0,1,5,14,2,4,33
20250303B07,合計（確報値）,約定件数（電源属地別）[件],3,4,0,0,1,5,11,2,4,30
20250303B07,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.65,4.59,0,0,4.68,6.66,5.34,2.63,6.2,6.66
20250303B07,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.62,1.98,0,0,4.68,1.75,1.87,0.36,3.99,0.36
20250303B07,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.95,3.18,0,0,4.68,5.28,3.17,1.5,5.49,4.38
20250303B07,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.65,4.59,0,0,4.68,6.66,5.34,2.63,6.2,6.66
20250303B07,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.62,1.98,0,0,4.68,1.75,1.87,0.36,3.99,0.36
20250303B07,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.95,3.18,0,0,4.68,5.28,3.17,1.5,5.49,4.38
20250303B07,合計（確報値）,約定量合計（TSO別）[MW],195,100,0,0,102,395.011,219.276,30,150,1191.287
20250303B07,合計（確報値）,（内訳）自エリアからの約定量[MW],195,100,0,0,102,395.011,219.276,30,150,1191.287
20250303B08,システム約定結果,募集量（TSO別）[MW],142,294,837,236,104,482,253,85,291,2724
20250303B08,システム約定結果,応札量合計（電源属地別）[MW],221,100,0,0,102,395.011,229.574,30,150,1227.585
20250303B08,システム約定結果,落札量合計（電源属地別）[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250303B08,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,1,5,8,2,4,27
20250303B08,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,5,8,2,4,27
20250303B08,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.6,4.94,0,0,2.94,6.08,3.27,1.87,4.54,6.08
20250303B08,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.55,1.85,0,0,2.94,0.34,0.51,0.54,2.33,0.34
20250303B08,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.88,3.22,0,0,2.94,4.44,1.58,1.21,3.83,3.42
20250303B08,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.6,4.94,0,0,2.94,6.08,3.27,1.87,4.54,6.08
20250303B08,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.55,1.85,0,0,2.94,0.34,0.51,0.54,2.33,0.34
20250303B08,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.88,3.22,0,0,2.94,4.44,1.58,1.21,3.83,3.42
20250303B08,システム約定結果,落札量合計（TSO別）[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250303B08,システム約定結果,（内訳）自エリアからの落札量[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250303B08,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250303B08,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250303B08,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250303B08,合計（確報値）,募集量（TSO別）[MW],142,294,837,236,104,482,253,85,291,2724
20250303B08,合計（確報値）,応札量合計（電源属地別）[MW],221,100,0,0,102,395.011,277.824,30,150,1275.835
20250303B08,合計（確報値）,約定量合計（電源属地別）[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250303B08,合計（確報値）,応札件数（電源属地別）[件],3,4,0,0,1,5,11,2,4,30
20250303B08,合計（確報値）,約定件数（電源属地別）[件],3,4,0,0,1,5,10,2,4,29
20250303B08,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.6,4.94,0,0,2.94,6.08,3.27,1.87,4.54,6.08
20250303B08,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.55,1.85,0,0,2.94,0.34,0.51,0.54,2.33,0.34
20250303B08,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.88,3.22,0,0,2.94,4.44,1.58,1.21,3.83,3.42
20250303B08,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.6,4.94,0,0,2.94,6.08,3.27,1.87,4.54,6.08
20250303B08,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.55,1.85,0,0,2.94,0.34,0.51,0.54,2.33,0.34
20250303B08,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.88,3.22,0,0,2.94,4.44,1.58,1.21,3.83,3.42
20250303B08,合計（確報値）,約定量合計（TSO別）[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250303B08,合計（確報値）,（内訳）自エリアからの約定量[MW],195,100,0,0,102,395.011,229.574,30,150,1201.585
20250304B01,システム約定結果,募集量（TSO別）[MW],124,269,815,212,96,461,249,77,270,2573
20250304B01,システム約定結果,応札量合計（電源属地別）[MW],221,100,0,0,102,395.011,277.444,30,149,1274.455
20250304B01,システム約定結果,落札量合計（電源属地別）[MW],193,100,0,0,102,395.011,249,30,149,1218.011
20250304B01,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,1,5,9,2,3,27
20250304B01,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,5,8,2,3,26
20250304B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.3,5.3,0,0,1.13,6.29,2.39,0.98,1.37,6.29
20250304B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.21,2.59,0,0,1.13,0.34,0.34,0.87,0.88,0.34
20250304B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.72,3.82,0,0,1.13,4.5,1.27,0.93,1.17,2.88
20250304B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.3,5.3,0,0,1.13,6.29,2.39,0.98,1.37,6.29
20250304B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.21,2.59,0,0,1.13,0.34,0.34,0.87,0.88,0.34
